[0mroot [3]  t->Scan("tTrigger:chan:column:row:layer:area:", "tTrigger==2"[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[0m[38;5;83m[1m([0m"tTrigger:chan:column:row:layer:area:", "tTrigger==2"[0m[38;5;83m[1m)[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[0m("tTrigger:chan:column:row:layer:area:", "tTrigger==2");
[0m***********************************************************************************************************
*    Row   * Instance *  tTrigger *      chan *    column *       row *     layer *      area *           *
*      278 *        6 *         2 *        49 *         1 *         3 *         3 * 451.38238 *           *
*      278 *        7 *         2 *        49 *         1 *         3 *         3 * 4575.7509 *           *
*      278 *        8 *         2 *        49 *         1 *         3 *         3 * 1307.2935 *           *
*      278 *        9 *         2 *        49 *         1 *         3 *         3 * 1597.6224 *           *
*      278 *       10 *         2 *        49 *         1 *         3 *         3 * 1716.0406 *           *
*      278 *       11 *         2 *        57 *         1 *         1 *         3 * 63749.320 *           *
*      278 *       12 *         2 *        62 *         2 *         0 *         3 * 2131.0905 *           *
*      278 *       13 *         2 *        74 *        -1 *         0 *         2 * 14505.384 *           *
*      298 *        0 *         2 *         3 *         1 *         2 *         0 * 18434.798 *           *
*      298 *        1 *         2 *        19 *         1 *         2 *         1 * 88225.632 *           *
*      298 *        2 *         2 *        19 *         1 *         2 *         1 * 2292.7929 *           *
*      298 *        3 *         2 *        35 *         1 *         2 *         2 * 42815.675 *           *
*      298 *        4 *         2 *        35 *         1 *         2 *         2 * 1010.8483 *           *
*      298 *        5 *         2 *        35 *         1 *         2 *         2 * 2950.9968 *           *
*      298 *        6 *         2 *        43 *         1 *         0 *         2 * 14932.578 *           *
*      298 *        7 *         2 *        74 *        -1 *         0 *         2 * 14475.438 *           *
*      417 *        0 *         2 *         8 *         0 *         1 *         0 * 214.45257 *           *
*      417 *        1 *         2 *        28 *         2 *         1 *         1 * 47182.695 *           *
*      417 *        2 *         2 *        28 *         2 *         1 *         1 * 672.98571 *           *
*      417 *        3 *         2 *        45 *         3 *         1 *         2 * 66210.054 *           *
*      417 *        4 *         2 *        45 *         3 *         1 *         2 * 969.37860 *           *
*      417 *        5 *         2 *        45 *         3 *         1 *         2 * 811.83978 *           *
*      417 *        6 *         2 *        45 *         3 *         1 *         2 * 2004.3842 *           *
*      417 *        7 *         2 *        60 *         2 *         1 *         3 * 66299.554 *           *
*      417 *        8 *         2 *        60 *         2 *         1 *         3 * 1840.2751 *           *
*      417 *        9 *         2 *        74 *        -1 *         0 *         2 * 14444.743 *           *
*      445 *        0 *         2 *        30 *         2 *         0 *         1 * 115.21959 *           *
*      445 *        1 *         2 *        30 *         2 *         0 *         1 * 199.48989 *           *
*      445 *        2 *         2 *        30 *         2 *         0 *         1 * 79.730979 *           *
*      445 *        3 *         2 *        30 *         2 *         0 *         1 * 1212.2509 *           *
*      445 *        4 *         2 *        30 *         2 *         0 *         1 * 669.02203 *           *
*      445 *        5 *         2 *        44 *         2 *         1 *         2 * 12186.465 *           *
*      445 *        6 *         2 *        44 *         2 *         1 *         2 * 611.06939 *           *
*      445 *        7 *         2 *        46 *         2 *         0 *         2 * 2148.5288 *           *
*      445 *        8 *         2 *        47 *         3 *         0 *         2 * 63435.886 *           *
*      445 *        9 *         2 *        63 *         3 *         0 *         3 * 21815.148 *           *
*      445 *       10 *         2 *        63 *         3 *         0 *         3 * 724.02832 *           *
*      445 *       11 *         2 *        74 *        -1 *         0 *         2 * 14388.974 *           *
*      626 *        0 *         2 *        19 *         1 *         2 *         1 * 7730.3349 *           *
*      626 *        1 *         2 *        32 *         0 *         3 *         2 * 21593.554 *           *
*      626 *        2 *         2 *        35 *         1 *         2 *         2 * 22053.623 *           *
*      626 *        3 *         2 *        35 *         1 *         2 *         2 * 167.40306 *           *
*      626 *        4 *         2 *        35 *         1 *         2 *         2 * 201.57533 *           *
*      626 *        5 *         2 *        41 *         1 *         1 *         2 * 28212.224 *           *
*      626 *        6 *         2 *        41 *         1 *         1 *         2 * 584.93988 *           *
*      626 *        7 *         2 *        50 *         0 *         2 *         3 * 106508.15 *           *
*      626 *        8 *         2 *        50 *         0 *         2 *         3 * 8806.4707 *           *
*      626 *        9 *         2 *        50 *         0 *         2 *         3 * 1020.5999 *           *
*      626 *       10 *         2 *        50 *         0 *         2 *         3 * 505.12231 *           *
*      626 *       11 *         2 *        74 *        -1 *         0 *         2 * 14441.169 *           *
*      691 *        0 *         2 *         2 *         0 *         2 *         0 * 17859.173 *           *
*      691 *        1 *         2 *         2 *         0 *         2 *         0 * 307.93472 *           *
*      691 *        2 *         2 *         2 *         0 *         2 *         0 * 1498.5754 *           *
*      691 *        3 *         2 *        34 *         0 *         2 *         2 * 25102.964 *           *
*      691 *        4 *         2 *        35 *         1 *         2 *         2 * 71144.328 *           *
*      691 *        5 *         2 *        35 *         1 *         2 *         2 * 1365.8411 *           *
*      691 *        6 *         2 *        50 *         0 *         2 *         3 * 105455.52 *           *
*      691 *        7 *         2 *        74 *        -1 *         0 *         2 * 14471.815 *           *
*      798 *        0 *         2 *        28 *         2 *         1 *         1 * 11803.607 *           *
*      798 *        1 *         2 *        28 *         2 *         1 *         1 * 629.67639 *           *
*      798 *        2 *         2 *        28 *         2 *         1 *         1 * 129.12973 *           *
*      798 *        3 *         2 *        45 *         3 *         1 *         2 * 52755.335 *           *
*      798 *        4 *         2 *        45 *         3 *         1 *         2 * 372.38970 *           *
*      798 *        5 *         2 *        45 *         3 *         1 *         2 * 1281.9799 *           *
*      798 *        6 *         2 *        61 *         3 *         1 *         3 * 57307.511 *           *
*      798 *        7 *         2 *        61 *         3 *         1 *         3 * 268.01974 *           *
*      798 *        8 *         2 *        61 *         3 *         1 *         3 * 850.45361 *           *
*      798 *        9 *         2 *        61 *         3 *         1 *         3 * 647.25360 *           *
*      798 *       10 *         2 *        61 *         3 *         1 *         3 * 424.45105 *           *
*      798 *       11 *         2 *        74 *        -1 *         0 *         2 *   14406.5 *           *
*      830 *        0 *         2 *        13 *         3 *         1 *         0 * 1977.8740 *           *
*      830 *        1 *         2 *        13 *         3 *         1 *         0 * 211.39804 *           *
*      830 *        2 *         2 *        13 *         3 *         1 *         0 * 1047.4173 *           *
*      830 *        3 *         2 *        13 *         3 *         1 *         0 * 934.05120 *           *
*      830 *        4 *         2 *        14 *         2 *         0 *         0 * 434.09292 *           *
*      830 *        5 *         2 *        14 *         2 *         0 *         0 * 201.77624 *           *
*      830 *        6 *         2 *        14 *         2 *         0 *         0 *  1776.245 *           *
*      830 *        7 *         2 *        14 *         2 *         0 *         0 * 1597.8582 *           *
*      830 *        8 *         2 *        14 *         2 *         0 *         0 * 132.57960 *           *
*      830 *        9 *         2 *        14 *         2 *         0 *         0 * 2110.6940 *           *
*      830 *       10 *         2 *        14 *         2 *         0 *         0 * 1011.0868 *           *
*      830 *       11 *         2 *        14 *         2 *         0 *         0 * 318.82470 *           *
*      830 *       12 *         2 *        15 *         3 *         0 *         0 * 403.38000 *           *
*      830 *       13 *         2 *        28 *         2 *         1 *         1 * 101286.25 *           *
*      830 *       14 *         2 *        28 *         2 *         1 *         1 * 193.60449 *           *
*      830 *       15 *         2 *        28 *         2 *         1 *         1 * 4297.6826 *           *
*      830 *       16 *         2 *        28 *         2 *         1 *         1 * 1070.3305 *           *
*      830 *       17 *         2 *        28 *         2 *         1 *         1 * 280.77761 *           *
*      830 *       18 *         2 *        61 *         3 *         1 *         3 * 49701.937 *           *
*      830 *       19 *         2 *        61 *         3 *         1 *         3 * 584.90387 *           *
*      830 *       20 *         2 *        61 *         3 *         1 *         3 * 2716.2019 *           *
*      830 *       21 *         2 *        63 *         3 *         0 *         3 * 39412.492 *           *
*      830 *       22 *         2 *        63 *         3 *         0 *         3 * 2292.3430 *           *
*      830 *       23 *         2 *        74 *        -1 *         0 *         2 * 14415.043 *           *
*      861 *        0 *         2 *        11 *         1 *         0 *         0 * 803.83874 *           *
*      861 *        1 *         2 *        11 *         1 *         0 *         0 * 77.190673 *           *
*      861 *        2 *         2 *        11 *         1 *         0 *         0 * 1949.9948 *           *
*      861 *        3 *         2 *        11 *         1 *         0 *         0 * 2295.6384 *           *
*      861 *        4 *         2 *        11 *         1 *         0 *         0 *  5035.271 *           *
*      861 *        5 *         2 *        26 *         0 *         0 *         1 * 479.05838 *           *
*      861 *        6 *         2 *        27 *         1 *         0 *         1 * 460.00802 *           *
*      861 *        7 *         2 *        27 *         1 *         0 *         1 * 734.28265 *           *
*      861 *        8 *         2 *        59 *         1 *         0 *         3 * 1217.1883 *           *
*      861 *        9 *         2 *        74 *        -1 *         0 *         2 * 14499.020 *           *
*      872 *        0 *         2 *        10 *         0 *         0 *         0 * 1027.5897 *           *
*      872 *        1 *         2 *        26 *         0 *         0 *         1 * 769.38488 *           *
*      872 *        2 *         2 *        26 *         0 *         0 *         1 * 1042.0217 *           *
*      872 *        3 *         2 *        26 *         0 *         0 *         1 * 1068.4630 *           *
*      872 *        4 *         2 *        58 *         0 *         0 *         3 * 68472.960 *           *
*      872 *        5 *         2 *        58 *         0 *         0 *         3 * 154.04235 *           *
*      872 *        6 *         2 *        58 *         0 *         0 *         3 * 127.15696 *           *
*      872 *        7 *         2 *        58 *         0 *         0 *         3 * 662.59442 *           *
*      872 *        8 *         2 *        74 *        -1 *         0 *         2 * 14438.101 *           *
*      909 *        0 *         2 *        13 *         3 *         1 *         0 * 2133.7226 *           *
*      909 *        1 *         2 *        28 *         2 *         1 *         1 * 89685.148 *           *
*      909 *        2 *         2 *        28 *         2 *         1 *         1 * 1508.1749 *           *
*      909 *        3 *         2 *        28 *         2 *         1 *         1 * 2127.4653 *           *
*      909 *        4 *         2 *        28 *         2 *         1 *         1 * 405.04422 *           *
*      909 *        5 *         2 *        28 *         2 *         1 *         1 * 588.78057 *           *
*      909 *        6 *         2 *        28 *         2 *         1 *         1 * 396.91561 *           *
*      909 *        7 *         2 *        28 *         2 *         1 *         1 * 671.20269 *           *
*      909 *        8 *         2 *        43 *         1 *         0 *         2 * 131872.15 *           *
*      909 *        9 *         2 *        44 *         2 *         1 *         2 * 77425.664 *           *
*      909 *       10 *         2 *        44 *         2 *         1 *         2 * 178.29093 *           *
*      909 *       11 *         2 *        44 *         2 *         1 *         2 * 2138.4152 *           *
*      909 *       12 *         2 *        44 *         2 *         1 *         2 * 604.25524 *           *
*      909 *       13 *         2 *        74 *        -1 *         0 *         2 * 14399.694 *           *
*      910 *        0 *         2 *         3 *         1 *         2 *         0 * 24383.166 *           *
*      910 *        1 *         2 *        13 *         3 *         1 *         0 * 728.13720 *           *
*      910 *        2 *         2 *        14 *         2 *         0 *         0 * 21640.334 *           *
*      910 *        3 *         2 *        14 *         2 *         0 *         0 * 8099.7441 *           *
*      910 *        4 *         2 *        15 *         3 *         0 *         0 * 61075.265 *           *
*      910 *        5 *         2 *        15 *         3 *         0 *         0 * 732.88214 *           *
*      910 *        6 *         2 *        15 *         3 *         0 *         0 * 59.835800 *           *
*      910 *        7 *         2 *        15 *         3 *         0 *         0 * 1662.8360 *           *
*      910 *        8 *         2 *        15 *         3 *         0 *         0 * 1333.4819 *           *
*      910 *        9 *         2 *        74 *        -1 *         0 *         2 * 14419.168 *           *
*      956 *        0 *         2 *         9 *         1 *         1 *         0 * 364.95016 *           *
*      956 *        1 *         2 *        13 *         3 *         1 *         0 * 94574.320 *           *
*      956 *        2 *         2 *        13 *         3 *         1 *         0 * 5228.8227 *           *
*      956 *        3 *         2 *        13 *         3 *         1 *         0 * 532.53051 *           *
*      956 *        4 *         2 *        13 *         3 *         1 *         0 * 383.30731 *           *
*      956 *        5 *         2 *        13 *         3 *         1 *         0 * 824.33465 *           *
*      956 *        6 *         2 *        28 *         2 *         1 *         1 * 2325.2773 *           *
*      956 *        7 *         2 *        28 *         2 *         1 *         1 * 195.53901 *           *
*      956 *        8 *         2 *        45 *         3 *         1 *         2 * 368.05679 *           *
*      956 *        9 *         2 *        45 *         3 *         1 *         2 * 340.84011 *           *
*      956 *       10 *         2 *        45 *         3 *         1 *         2 * 276.23608 *           *
*      956 *       11 *         2 *        45 *         3 *         1 *         2 * 2907.5175 *           *
*      956 *       12 *         2 *        45 *         3 *         1 *         2 * 229.10565 *           *
*      956 *       13 *         2 *        74 *        -1 *         0 *         2 * 14474.352 *           *
*      957 *        0 *         2 *         3 *         1 *         2 *         0 * 108065.21 *           *
*      957 *        1 *         2 *         3 *         1 *         2 *         0 * 922.36560 *           *
*      957 *        2 *         2 *        45 *         3 *         1 *         2 * 119974.58 *           *
*      957 *        3 *         2 *        45 *         3 *         1 *         2 * 2981.5388 *           *
*      957 *        4 *         2 *        45 *         3 *         1 *         2 * 1200.8123 *           *
*      957 *        5 *         2 *        45 *         3 *         1 *         2 * 1498.1418 *           *
*      957 *        6 *         2 *        51 *         1 *         2 *         3 * 23657.652 *           *
*      957 *        7 *         2 *        74 *        -1 *         0 *         2 * 14371.679 *           *
*      986 *        0 *         2 *        11 *         1 *         0 *         0 * 243.53820 *           *
*      986 *        1 *         2 *        11 *         1 *         0 *         0 * 456.58520 *           *
*      986 *        2 *         2 *        11 *         1 *         0 *         0 * 940.11853 *           *
*      986 *        3 *         2 *        11 *         1 *         0 *         0 * 3351.1533 *           *
*      986 *        4 *         2 *        25 *         1 *         1 *         1 * 10070.625 *           *
*      986 *        5 *         2 *        26 *         0 *         0 *         1 * 986.54083 *           *
*      986 *        6 *         2 *        28 *         2 *         1 *         1 * 44272.550 *           *
*      986 *        7 *         2 *        29 *         3 *         1 *         1 * 964.57464 *           *
*      986 *        8 *         2 *        30 *         2 *         0 *         1 * 53231.832 *           *
*      986 *        9 *         2 *        30 *         2 *         0 *         1 * 1411.3153 *           *
*      986 *       10 *         2 *        51 *         1 *         2 *         3 * 9619.6875 *           *
*      986 *       11 *         2 *        51 *         1 *         2 *         3 * 194.03768 *           *
*      986 *       12 *         2 *        57 *         1 *         1 *         3 * 2402.8811 *           *
*      986 *       13 *         2 *        58 *         0 *         0 *         3 * 37800.125 *           *
*      986 *       14 *         2 *        58 *         0 *         0 *         3 * 1668.2749 *           *
*      986 *       15 *         2 *        58 *         0 *         0 *         3 * 7081.3564 *           *
*      986 *       16 *         2 *        58 *         0 *         0 *         3 * 2573.9472 *           *
*      986 *       17 *         2 *        74 *        -1 *         0 *         2 * 14447.324 *           *
*     1079 *        0 *         2 *        14 *         2 *         0 *         0 * 28440.318 *           *
*     1079 *        1 *         2 *        46 *         2 *         0 *         2 * 23620.628 *           *
*     1079 *        2 *         2 *        46 *         2 *         0 *         2 * 8386.5224 *           *
*     1079 *        3 *         2 *        47 *         3 *         0 *         2 * 24376.564 *           *
*     1079 *        4 *         2 *        47 *         3 *         0 *         2 * 394.94540 *           *
*     1079 *        5 *         2 *        63 *         3 *         0 *         3 * 6010.1479 *           *
*     1079 *        6 *         2 *        74 *        -1 *         0 *         2 * 14383.831 *           *
*     1168 *        0 *         2 *        30 *         2 *         0 *         1 * 854.99774 *           *
*     1168 *        1 *         2 *        40 *         0 *         1 *         2 * 170.12867 *           *
*     1168 *        2 *         2 *        46 *         2 *         0 *         2 * 5156.3872 *           *
*     1168 *        3 *         2 *        46 *         2 *         0 *         2 * 4596.9116 *           *
*     1168 *        4 *         2 *        46 *         2 *         0 *         2 * 23157.252 *           *
*     1168 *        5 *         2 *        46 *         2 *         0 *         2 * 468.09616 *           *
*     1168 *        6 *         2 *        63 *         3 *         0 *         3 * 10318.099 *           *
*     1168 *        7 *         2 *        63 *         3 *         0 *         3 * 2676.7385 *           *
*     1168 *        8 *         2 *        74 *        -1 *         0 *         2 * 14411.904 *           *
*     1203 *        0 *         2 *         2 *         0 *         2 *         0 * 95645.437 *           *
*     1203 *        1 *         2 *         2 *         0 *         2 *         0 * 900.09460 *           *
*     1203 *        2 *         2 *         2 *         0 *         2 *         0 * 181.16319 *           *
*     1203 *        3 *         2 *        10 *         0 *         0 *         0 * 918.34881 *           *
*     1203 *        4 *         2 *        18 *         0 *         2 *         1 * 77277.914 *           *
*     1203 *        5 *         2 *        18 *         0 *         2 *         1 * 2235.9714 *           *
*     1203 *        6 *         2 *        18 *         0 *         2 *         1 * 617.95178 *           *
*     1203 *        7 *         2 *        19 *         1 *         2 *         1 * 97727.867 *           *
*     1203 *        8 *         2 *        19 *         1 *         2 *         1 * 5736.2978 *           *
*     1203 *        9 *         2 *        34 *         0 *         2 *         2 * 560.27148 *           *
*     1203 *       10 *         2 *        74 *        -1 *         0 *         2 * 14531.404 *           *
*     1265 *        0 *         2 *        13 *         3 *         1 *         0 * 4286.4965 *           *
*     1265 *        1 *         2 *        13 *         3 *         1 *         0 * 9533.8173 *           *
*     1265 *        2 *         2 *        13 *         3 *         1 *         0 * 2045.5781 *           *
*     1265 *        3 *         2 *        13 *         3 *         1 *         0 * 3762.0424 *           *
*     1265 *        4 *         2 *        13 *         3 *         1 *         0 * 991.46490 *           *
*     1265 *        5 *         2 *        13 *         3 *         1 *         0 * 619.60278 *           *
*     1265 *        6 *         2 *        18 *         0 *         2 *         1 * 1330.3475 *           *
*     1265 *        7 *         2 *        18 *         0 *         2 *         1 * 240.15359 *           *
*     1265 *        8 *         2 *        44 *         2 *         1 *         2 * 69556.593 *           *
*     1265 *        9 *         2 *        44 *         2 *         1 *         2 * 1272.6190 *           *
*     1265 *       10 *         2 *        44 *         2 *         1 *         2 * 4575.8256 *           *
*     1265 *       11 *         2 *        44 *         2 *         1 *         2 * 1929.3802 *           *
*     1265 *       12 *         2 *        44 *         2 *         1 *         2 * 905.78729 *           *
*     1265 *       13 *         2 *        44 *         2 *         1 *         2 * 1453.5220 *           *
*     1265 *       14 *         2 *        57 *         1 *         1 *         3 * 40494.773 *           *
*     1265 *       15 *         2 *        57 *         1 *         1 *         3 * 1283.0213 *           *
*     1265 *       16 *         2 *        57 *         1 *         1 *         3 * 530.09039 *           *
*     1265 *       17 *         2 *        60 *         2 *         1 *         3 * 53532.375 *           *
*     1265 *       18 *         2 *        60 *         2 *         1 *         3 * 1091.9946 *           *
*     1265 *       19 *         2 *        74 *        -1 *         0 *         2 * 14447.872 *           *
*     1266 *        0 *         2 *         1 *         1 *         3 *         0 * 34721.910 *           *
*     1266 *        1 *         2 *         1 *         1 *         3 *         0 * 402.66656 *           *
*     1266 *        2 *         2 *        16 *         0 *         3 *         1 * 776.61731 *           *
*     1266 *        3 *         2 *        33 *         1 *         3 *         2 * 1255.1445 *           *
*     1266 *        4 *         2 *        61 *         3 *         1 *         3 * 95.955024 *           *
*     1266 *        5 *         2 *        74 *        -1 *         0 *         2 * 14447.931 *           *
*     1270 *        0 *         2 *        10 *         0 *         0 *         0 * 14982.817 *           *
*     1270 *        1 *         2 *        43 *         1 *         0 *         2 * 34822.082 *           *
*     1270 *        2 *         2 *        43 *         1 *         0 *         2 * 140.64825 *           *
*     1270 *        3 *         2 *        43 *         1 *         0 *         2 * 2654.6765 *           *
*     1270 *        4 *         2 *        43 *         1 *         0 *         2 * 336.28405 *           *
*     1270 *        5 *         2 *        43 *         1 *         0 *         2 * 92.039176 *           *
*     1270 *        6 *         2 *        57 *         1 *         1 *         3 * 23534.910 *           *
*     1270 *        7 *         2 *        59 *         1 *         0 *         3 * 91604.117 *           *
*     1270 *        8 *         2 *        74 *        -1 *         0 *         2 * 14382.119 *           *
*     1271 *        0 *         2 *         0 *         0 *         3 *         0 * 3238.6904 *           *
*     1271 *        1 *         2 *        48 *         0 *         3 *         3 * 97228.046 *           *
*     1271 *        2 *         2 *        48 *         0 *         3 *         3 * 1757.1777 *           *
*     1271 *        3 *         2 *        49 *         1 *         3 *         3 * 8063.0854 *           *
*     1271 *        4 *         2 *        49 *         1 *         3 *         3 * 2452.4875 *           *
*     1271 *        5 *         2 *        56 *         0 *         1 *         3 * 316.42315 *           *
*     1271 *        6 *         2 *        74 *        -1 *         0 *         2 * 14511.682 *           *
*     1337 *        0 *         2 *        31 *         3 *         0 *         1 * 63968.847 *           *
*     1337 *        1 *         2 *        31 *         3 *         0 *         1 * 8305.9824 *           *
*     1337 *        2 *         2 *        31 *         3 *         0 *         1 *  131.0112 *           *
*     1337 *        3 *         2 *        46 *         2 *         0 *         2 * 58072.628 *           *
*     1337 *        4 *         2 *        46 *         2 *         0 *         2 * 1073.0870 *           *
*     1337 *        5 *         2 *        59 *         1 *         0 *         3 * 162.08548 *           *
*     1337 *        6 *         2 *        60 *         2 *         1 *         3 * 67290.117 *           *
*     1337 *        7 *         2 *        60 *         2 *         1 *         3 * 272.96765 *           *
*     1337 *        8 *         2 *        62 *         2 *         0 *         3 * 74013.085 *           *
*     1337 *        9 *         2 *        62 *         2 *         0 *         3 * 984.28387 *           *
*     1337 *       10 *         2 *        62 *         2 *         0 *         3 * 845.65600 *           *
*     1337 *       11 *         2 *        62 *         2 *         0 *         3 * 2259.0305 *           *
*     1337 *       12 *         2 *        62 *         2 *         0 *         3 * 4632.1020 *           *
*     1337 *       13 *         2 *        63 *         3 *         0 *         3 * 170.41021 *           *
*     1337 *       14 *         2 *        74 *        -1 *         0 *         2 *  14538.25 *           *
*     1430 *        0 *         2 *         0 *         0 *         3 *         0 * 3192.0835 *           *
*     1430 *        1 *         2 *         0 *         0 *         3 *         0 * 6128.0820 *           *
*     1430 *        2 *         2 *         2 *         0 *         2 *         0 * 380.31036 *           *
*     1430 *        3 *         2 *        32 *         0 *         3 *         2 * 4244.2885 *           *
*     1430 *        4 *         2 *        33 *         1 *         3 *         2 * 2945.9328 *           *
*     1430 *        5 *         2 *        34 *         0 *         2 *         2 * 14979.702 *           *
*     1430 *        6 *         2 *        49 *         1 *         3 *         3 * 3434.8608 *           *
*     1430 *        7 *         2 *        74 *        -1 *         0 *         2 * 14367.980 *           *
*     1444 *        0 *         2 *        12 *         2 *         1 *         0 * 191.66622 *           *
*     1444 *        1 *         2 *        12 *         2 *         1 *         0 * 596.91796 *           *
*     1444 *        2 *         2 *        45 *         3 *         1 *         2 * 28996.572 *           *
*     1444 *        3 *         2 *        61 *         3 *         1 *         3 *   79574.5 *           *
*     1444 *        4 *         2 *        61 *         3 *         1 *         3 * 266.26715 *           *
*     1444 *        5 *         2 *        61 *         3 *         1 *         3 * 579.99700 *           *
*     1444 *        6 *         2 *        61 *         3 *         1 *         3 * 545.18994 *           *
*     1444 *        7 *         2 *        61 *         3 *         1 *         3 * 4865.5752 *           *
*     1444 *        8 *         2 *        61 *         3 *         1 *         3 * 314.91455 *           *
*     1444 *        9 *         2 *        74 *        -1 *         0 *         2 * 14508.211 *           *
*     1528 *        0 *         2 *        10 *         0 *         0 *         0 * 595.42889 *           *
*     1528 *        1 *         2 *        27 *         1 *         0 *         1 * 197.51524 *           *
*     1528 *        2 *         2 *        27 *         1 *         0 *         1 * 446.57827 *           *
*     1528 *        3 *         2 *        27 *         1 *         0 *         1 * 2907.3479 *           *
*     1528 *        4 *         2 *        27 *         1 *         0 *         1 * 4438.0478 *           *
*     1528 *        5 *         2 *        27 *         1 *         0 *         1 * 1910.8336 *           *
*     1528 *        6 *         2 *        27 *         1 *         0 *         1 * 2540.8266 *           *
*     1528 *        7 *         2 *        27 *         1 *         0 *         1 * 9122.9863 *           *
*     1528 *        8 *         2 *        27 *         1 *         0 *         1 * 98.256507 *           *
*     1528 *        9 *         2 *        27 *         1 *         0 *         1 * 283.44302 *           *
*     1528 *       10 *         2 *        35 *         1 *         2 *         2 * 539.83447 *           *
*     1528 *       11 *         2 *        42 *         0 *         0 *         2 * 4630.7871 *           *
